file,exercise_id,gender,frame,review_status,score,flags,bbox,visible_fraction,largest_pale_component_fraction,checker_transition_score,file_sha256
Advanced_Kettlebell_Windmill_female_v2_1.png,Advanced_Kettlebell_Windmill,female,1,pending,0.0,[],"[317, 102, 707, 756]",0.089947,0.0,0.0,be1fa76b52846cef4b29be1d113182feede1ab8a1f0e8f4e1d016c8925699252
Advanced_Kettlebell_Windmill_female_v2_2.png,Advanced_Kettlebell_Windmill,female,2,pending,0.0,[],"[322, 127, 702, 756]",0.086694,0.0,0.0,7378e8bf170e07b69e77707d45f9a13d307dcdcc010d0e2a060ad2c0b1c0f66a
Advanced_Kettlebell_Windmill_female_v2_3.png,Advanced_Kettlebell_Windmill,female,3,pending,0.0,[],"[354, 84, 670, 756]",0.083649,0.0,0.0,9185dc6aabcc9680469aa74d401fcd832592aa12ae5a0ea7c09a6a52ad73de54
Air_Bike_male_v2_0.png,Air_Bike,male,0,pending,0.238037,[],"[112, 364, 912, 752]",0.19531,0.000793,0.000601,36c6cdef2e92f9d1ec90d16eb1c160f1693bdb1e460c018a57ec53e5b2582f1c
Air_Bike_male_v2_1.png,Air_Bike,male,1,pending,20.238037,['possible_precropped_flat_boundary'],"[76, 409, 948, 752]",0.211575,0.000793,0.001144,2cbc6fc8479f64594ab22262544eba10d7edba14e7523ee596ef7e0331c6217b
Air_Bike_male_v2_2.png,Air_Bike,male,2,pending,0.22583,[],"[118, 363, 906, 753]",0.193733,0.000753,0.000539,3b13735ef44ae151f72d9f2b903294cd74dd8aeee989e91965cd2979c402a940
Air_Bike_male_v2_3.png,Air_Bike,male,3,pending,20.201416,['possible_precropped_flat_boundary'],"[70, 420, 954, 752]",0.203921,0.000671,0.001105,6af3a8674ac743b5ed5583cce730da9076b7f86e26864f465c7531dda4723bca
Air_Bike_female_v2_0.png,Air_Bike,female,0,pending,20.219727,['possible_precropped_flat_boundary'],"[110, 363, 914, 753]",0.184317,0.000732,0.000568,2d4d7876c94b88d43604b3f3e6e99cc8c0aaf65c92bf29e1d62eae465e699d28
Air_Bike_female_v2_1.png,Air_Bike,female,1,pending,20.22583,['possible_precropped_flat_boundary'],"[77, 418, 946, 753]",0.201022,0.000753,0.001186,93280dfe2fcf941a410df5ee6e9de33c1369545b58aebda673234f6f60d92c27
Air_Bike_female_v2_2.png,Air_Bike,female,2,pending,20.286865,['possible_precropped_flat_boundary'],"[115, 361, 909, 753]",0.180525,0.000956,0.000813,5663d8557dbc6bd8dc7dee56e0bbf890b58dc3da36f09c2f49df6aaf95f103ef
Air_Bike_female_v2_3.png,Air_Bike,female,3,pending,20.219727,['possible_precropped_flat_boundary'],"[77, 432, 947, 753]",0.188437,0.000732,0.001192,27aeb0b251d3a731202f232f2fee551133d12d4399ba22506c284322666f8a85
All_Fours_Quad_Stretch_male_v2_0.png,All_Fours_Quad_Stretch,male,0,pending,0.0,[],"[133, 322, 891, 755]",0.187822,0.0,5e-05,4327cb6e31dd0799ef69d56f8a00e872aa15ce5020123e80914c7746a7c1882b
All_Fours_Quad_Stretch_male_v2_1.png,All_Fours_Quad_Stretch,male,1,pending,25.0,['small_canvas_occupancy'],"[170, 312, 855, 756]",0.185744,0.0,3.5e-05,c97cd22b9bf31cbcdab40525f43a47c827e62daa4b54880b11f286462792a4bf
All_Fours_Quad_Stretch_male_v2_2.png,All_Fours_Quad_Stretch,male,2,pending,25.0,['small_canvas_occupancy'],"[170, 280, 855, 755]",0.194229,0.0,0.0,d1985b795fe9d87727e485302fda0d6721a3292d7d15353d89be1a866b2fe4f3
All_Fours_Quad_Stretch_male_v2_3.png,All_Fours_Quad_Stretch,male,3,pending,25.0,['small_canvas_occupancy'],"[166, 235, 858, 755]",0.185103,0.0,0.0,455181200b2229db6977abe42fb5cf8f86779ae32d6730f46027e7c121479b3f
All_Fours_Quad_Stretch_female_v2_0.png,All_Fours_Quad_Stretch,female,0,pending,0.061035,[],"[108, 318, 915, 756]",0.182248,0.000203,0.000173,37855768cbc5d9d05b966cb8dfb19dc9d021b3b7bcacaad698771627c05884e3
All_Fours_Quad_Stretch_female_v2_1.png,All_Fours_Quad_Stretch,female,1,pending,0.091553,[],"[135, 329, 888, 756]",0.182359,0.000305,0.000152,3b2701ae7bf2466a86beef011f24c153e3a13b3a6b5e06d7978c41ef82b185ba
All_Fours_Quad_Stretch_female_v2_2.png,All_Fours_Quad_Stretch,female,2,pending,25.0,['small_canvas_occupancy'],"[159, 300, 865, 756]",0.190938,0.0,9.1e-05,d5be533c749eacb4a79400c3265ded4d2a0be357e1337c70966290e0c4767403
All_Fours_Quad_Stretch_female_v2_3.png,All_Fours_Quad_Stretch,female,3,pending,25.0,['small_canvas_occupancy'],"[159, 258, 864, 756]",0.200631,0.0,5.8e-05,bbf5156ec9d1b32b747cabfb7fbb571b854ebb03c62222f2aeedf2ce25b04de1
Alternate_Hammer_Curl_male_v2_0.png,Alternate_Hammer_Curl,male,0,pending,0.0,[],"[374, 52, 649, 756]",0.118086,0.0,0.000102,8e484e6d9d0757eb88dd6278f6676780e36470410af8d5405a6fd4b53876d562
Alternate_Hammer_Curl_male_v2_1.png,Alternate_Hammer_Curl,male,1,pending,0.0,[],"[361, 52, 663, 756]",0.123266,0.0,0.000122,3f1abe513ab8752dcff0800997fda619d20c107fc817065325730422a9bb81cc
Alternate_Hammer_Curl_male_v2_2.png,Alternate_Hammer_Curl,male,2,pending,0.054932,[],"[374, 49, 649, 756]",0.118656,0.000183,6.4e-05,fb2c083aaac00f016a005699fb08f75d597e4b3ab10622d6169afb1bec1263b4
Alternate_Hammer_Curl_male_v2_3.png,Alternate_Hammer_Curl,male,3,pending,0.0,[],"[385, 50, 639, 756]",0.111636,0.0,0.0,c5f2a1d54308104e85d481bda5a69224351eff9f3bd2b5859e310ebd8d05774d
Alternate_Hammer_Curl_female_v2_0.png,Alternate_Hammer_Curl,female,0,pending,0.0,[],"[372, 38, 651, 756]",0.121066,0.0,0.0,a9a34b4db3ef4b3903eabcae740089140c16700eb45c131fc46e8910244e1bef
Alternate_Hammer_Curl_female_v2_1.png,Alternate_Hammer_Curl,female,1,pending,0.0,[],"[361, 38, 663, 756]",0.126101,0.0,0.0,16741a982e47a221c7e33bab6a15574bcb6a35d6f7a7399b9fda46fe21d9cccb
Alternate_Hammer_Curl_female_v2_2.png,Alternate_Hammer_Curl,female,2,pending,0.0,[],"[372, 39, 651, 756]",0.1211,0.0,0.0,935e1eb50c6d8770e2d753fc110b60e66bb6c033d6ca3497d5bea33dce4c64bd
Alternate_Hammer_Curl_female_v2_3.png,Alternate_Hammer_Curl,female,3,pending,0.0,[],"[390, 39, 633, 756]",0.114613,0.0,0.0,de82f809b5e2be45acf16934a54eaa1613e87046f871b701fd9eb0b2dfaed059
Alternate_Heel_Touchers_male_v2_0.png,Alternate_Heel_Touchers,male,0,pending,0.0,[],"[212, 95, 811, 756]",0.240612,0.0,0.00015,453d04c3ce7cf481d975f2ebd900b1cd1ad0e11bace0ed4127a7a4fd370604af
Alternate_Heel_Touchers_male_v2_1.png,Alternate_Heel_Touchers,male,1,pending,20.164795,['possible_precropped_flat_boundary'],"[269, 125, 755, 756]",0.233283,0.000549,0.000364,05b226a4821ff2459edfefd6b1f9c54663f0d0f6b4a8744e0f55344e4d1dd4cd
Alternate_Heel_Touchers_male_v2_2.png,Alternate_Heel_Touchers,male,2,pending,0.079346,[],"[212, 95, 811, 756]",0.240728,0.000264,0.000254,6d22bc7a32c5c65c3666161ee88ff3a0e51600e81415cb036e811bae3a6ca4d9
Alternate_Heel_Touchers_male_v2_3.png,Alternate_Heel_Touchers,male,3,pending,20.286865,['possible_precropped_flat_boundary'],"[269, 130, 755, 756]",0.232413,0.000956,0.000625,d5f51d92ab538d2194859d4ff458c2fc378987c148e59b337b68062e50e99ea4
Alternate_Heel_Touchers_female_v2_0.png,Alternate_Heel_Touchers,female,0,pending,20.0,['possible_precropped_flat_boundary'],"[217, 80, 806, 756]",0.2456,0.0,0.000152,5a8fcd28a2814d22d258f4c0d25feb124b627844afd916d9c86a84eaad3e7f7d
Alternate_Heel_Touchers_female_v2_1.png,Alternate_Heel_Touchers,female,1,pending,20.262451,['possible_precropped_flat_boundary'],"[264, 95, 760, 756]",0.247612,0.000875,0.000584,6e6ed6379ff36b4599cddf92d8c0fa893fa65699051162e41663f681c1eb81ef
Alternate_Heel_Touchers_female_v2_2.png,Alternate_Heel_Touchers,female,2,pending,20.0,['possible_precropped_flat_boundary'],"[218, 77, 806, 756]",0.246419,0.0,0.000163,3c73e8c3c0134e0cfd8f6ad181f7be8d9c03fada8457ce7bd1a406c20dd5ec7a
Alternate_Heel_Touchers_female_v2_3.png,Alternate_Heel_Touchers,female,3,pending,20.286865,['possible_precropped_flat_boundary'],"[267, 99, 757, 756]",0.246268,0.000956,0.000646,3bfb6fce1d8d5ee3dfb4ebc31967866a479d506c8abc3bd6da9a2cd87ad5fd22
Alternate_Incline_Dumbbell_Curl_male_v2_0.png,Alternate_Incline_Dumbbell_Curl,male,0,pending,0.0,[],"[180, 58, 844, 756]",0.218544,0.0,0.000129,6fbd045bc66a89db0583eed632ef7541523a7f1346955bc77fcf192c6874c33a
Alternate_Incline_Dumbbell_Curl_male_v2_1.png,Alternate_Incline_Dumbbell_Curl,male,1,pending,0.079346,[],"[179, 53, 845, 756]",0.231289,0.000264,0.000186,c4f6a6ea2d71c3121489526d85eeaf0658e45b1a2349c6ecb055b6f4b3e36b89
Alternate_Incline_Dumbbell_Curl_male_v2_2.png,Alternate_Incline_Dumbbell_Curl,male,2,pending,0.091553,[],"[180, 57, 843, 756]",0.218146,0.000305,0.000193,0cde63c09afd426e22a20dd22708b0ded44924ba5e49ea09401dc727e7d1a2d2
Alternate_Incline_Dumbbell_Curl_male_v2_3.png,Alternate_Incline_Dumbbell_Curl,male,3,pending,0.048828,[],"[179, 57, 845, 756]",0.201085,0.000163,7e-05,9468e52c6803c42b9576ff838146c7e7fd66ed07f817621e7d28af8a95281626
Alternate_Incline_Dumbbell_Curl_female_v2_0.png,Alternate_Incline_Dumbbell_Curl,female,0,pending,0.0,[],"[175, 64, 848, 756]",0.218274,0.0,9.1e-05,b407652fa18817ebbd1b7c515d36bb060c7e165ef7ba4cf0008b72e7da26afca
Alternate_Incline_Dumbbell_Curl_female_v2_1.png,Alternate_Incline_Dumbbell_Curl,female,1,pending,0.0,[],"[174, 64, 850, 756]",0.230567,0.0,0.000111,d12c10574a927280c88d4cbe87efc19370946cbe1438b22f559ed0a64f2f8ca8
Alternate_Incline_Dumbbell_Curl_female_v2_2.png,Alternate_Incline_Dumbbell_Curl,female,2,pending,0.091553,[],"[175, 64, 848, 756]",0.218296,0.000305,0.000211,090845d9ccbf58ada5732cb6ecfeee2140add0dc0ec5452b71e81aab626576cd
Alternate_Incline_Dumbbell_Curl_female_v2_3.png,Alternate_Incline_Dumbbell_Curl,female,3,pending,0.048828,[],"[174, 63, 849, 756]",0.20255,0.000163,0.00018,03199f3f534ede959da4e4994c347aea295f86f47db16d661b15c146e49c0c83
Alternate_Leg_Diagonal_Bound_male_v2_0.png,Alternate_Leg_Diagonal_Bound,male,0,pending,0.067139,[],"[387, 38, 637, 756]",0.113884,0.000224,0.000132,7d99a9d3e517e82f1a54af6002d556c760f3410b8e729677cf35a2d86ef0e234
Alternate_Leg_Diagonal_Bound_male_v2_1.png,Alternate_Leg_Diagonal_Bound,male,1,pending,0.061035,[],"[249, 87, 775, 756]",0.117284,0.000203,0.00012,50a33e193cf76e7873898f38fb9d812c6325844d73cbb625dc3e27f9e2491778
Alternate_Leg_Diagonal_Bound_male_v2_2.png,Alternate_Leg_Diagonal_Bound,male,2,pending,0.073242,[],"[387, 38, 637, 756]",0.113887,0.000244,0.000122,b3f5e782c456dbb6a211dfca220659b1cda3c9d36fdd34adca805c21c34f7d08
Alternate_Leg_Diagonal_Bound_male_v2_3.png,Alternate_Leg_Diagonal_Bound,male,3,pending,0.067139,[],"[249, 87, 775, 756]",0.11725,0.000224,0.000213,7a741ed7ca6938543c66886e79035a7c43df045b00eef02c7bc146b5bf7c2ced
Alternate_Leg_Diagonal_Bound_female_v2_0.png,Alternate_Leg_Diagonal_Bound,female,0,pending,0.0,[],"[392, 40, 633, 756]",0.108459,0.0,0.0,d67dc4ead11392a332f841ed11f4014abbde0ecd97a3fc3bae69b060ff1c0583
Alternate_Leg_Diagonal_Bound_female_v2_1.png,Alternate_Leg_Diagonal_Bound,female,1,pending,0.0,[],"[252, 81, 772, 756]",0.109198,0.0,7.9e-05,8e75b6ec3a8dabaef45127bba97503a2eb4c7eb0ac3f5a355f73a4ac2247f817
Alternate_Leg_Diagonal_Bound_female_v2_2.png,Alternate_Leg_Diagonal_Bound,female,2,pending,0.0,[],"[396, 44, 628, 756]",0.103959,0.0,0.0,c2e8a1a2075b323a73fcb8c6f3fa05153261507edef402f58d3928d397625e29
Alternate_Leg_Diagonal_Bound_female_v2_3.png,Alternate_Leg_Diagonal_Bound,female,3,pending,0.073242,[],"[255, 90, 769, 756]",0.105943,0.000244,0.000152,b77b1cfa70ed69711cabd196731adcaa2ab3bde255b23c91bf476e19a1bb3192
Alternating_Cable_Shoulder_Press_male_v2_0.png,Alternating_Cable_Shoulder_Press,male,0,pending,0.0,[],"[177, 194, 847, 755]",0.098829,0.0,0.0,cc70beb6004540c0cd9ddc4520235abab279c2ecfbc22a8678eab2e2f51fd16f
Alternating_Cable_Shoulder_Press_male_v2_1.png,Alternating_Cable_Shoulder_Press,male,1,pending,0.0,[],"[188, 148, 836, 756]",0.097837,0.0,0.0,d34452ca07b17398c93d6a607735f16ac091458edcc2a194894fbe999dee4c0b
Alternating_Cable_Shoulder_Press_male_v2_2.png,Alternating_Cable_Shoulder_Press,male,2,pending,0.0,[],"[176, 190, 847, 755]",0.099424,0.0,0.0,1ad0c0b477ff7d712cbc841d6520c65a68c88d323155aed6c55bb90aa25eaf36
Alternating_Cable_Shoulder_Press_male_v2_3.png,Alternating_Cable_Shoulder_Press,male,3,pending,0.0,[],"[187, 143, 835, 755]",0.096666,0.0,0.0,e215bb8794cb62a4989b3f3bda01985a7c3c4b88982f9f09a705e85e5312bb84
Alternating_Cable_Shoulder_Press_female_v2_0.png,Alternating_Cable_Shoulder_Press,female,0,pending,0.0,[],"[194, 191, 830, 756]",0.097443,0.0,0.0,426d7f73f874bb6719cd23f6783cbd5453435cfb55c3fce6d340344daccaf5ac
Alternating_Cable_Shoulder_Press_female_v2_1.png,Alternating_Cable_Shoulder_Press,female,1,pending,0.0,[],"[207, 124, 815, 756]",0.098137,0.0,0.0,809440784f021370f8ca689fc9229cd0714dc0171174d33d45175d66c634b33a
